,Unnamed: 0,post_id,comments,timestamp,text,id
16,16,17982422353491766,"{'timestamp': '2022-07-24T16:46:37+0000', 'text': 'Epadi order panradhu', 'id': '18044827552353953'}",2022-07-24T16:46:37+0000,Epadi order panradhu,18044827552353953
17,17,17914653848391410,"{'timestamp': '2022-07-07T09:03:52+0000', 'text': 'Tell me rate mam', 'id': '17926614263292141'}",2022-07-07T09:03:52+0000,Tell me rate mam,17926614263292141
18,18,17914653848391410,"{'timestamp': '2022-06-14T19:27:03+0000', 'text': 'Intha dress available ah xl', 'id': '18042003352345595'}",2022-06-14T19:27:03+0000,Intha dress available ah xl,18042003352345595
19,19,17914653848391410,"{'timestamp': '2022-06-14T19:25:06+0000', 'text': 'Hi', 'id': '17943317009083231'}",2022-06-14T19:25:06+0000,Hi,17943317009083231
20,20,17914653848391410,"{'timestamp': '2022-04-09T17:21:07+0000', 'text': 'Pp', 'id': '18290520697062021'}",2022-04-09T17:21:07+0000,Pp,18290520697062021
21,21,17929520420158609,"{'timestamp': '2022-08-31T07:31:48+0000', 'text': 'I want this I want to order can I send send my addresss', 'id': '17961938950801312'}",2022-08-31T07:31:48+0000,I want this I want to order can I send send my addresss,17961938950801312
22,22,17929520420158609,"{'timestamp': '2022-07-12T06:35:09+0000', 'text': 'I want this', 'id': '17940384587184168'}",2022-07-12T06:35:09+0000,I want this,17940384587184168
23,23,17929520420158609,"{'timestamp': '2022-05-24T17:44:32+0000', 'text': 'I want this', 'id': '18297709864044410'}",2022-05-24T17:44:32+0000,I want this,18297709864044410
24,24,17929520420158609,"{'timestamp': '2022-05-09T17:09:00+0000', 'text': 'Hi medam and sir', 'id': '17884004645649272'}",2022-05-09T17:09:00+0000,Hi medam and sir,17884004645649272
25,25,18007943395398884,"{'timestamp': '2023-03-21T18:00:41+0000', 'text': 'Is this available?', 'id': '17957978726428021'}",2023-03-21T18:00:41+0000,Is this available?,17957978726428021
26,26,18007943395398884,"{'timestamp': '2022-08-15T04:56:55+0000', 'text': 'Dad n mom n daughter rate pls', 'id': '17956494046963307'}",2022-08-15T04:56:55+0000,Dad n mom n daughter rate pls,17956494046963307
27,27,18007943395398884,"{'timestamp': '2022-08-15T04:56:16+0000', 'text': 'Total amount evlo mam', 'id': '18240069745138553'}",2022-08-15T04:56:16+0000,Total amount evlo mam,18240069745138553
28,28,18007943395398884,"{'timestamp': '2022-06-23T14:20:03+0000', 'text': 'Hi', 'id': '17953880962910160'}",2022-06-23T14:20:03+0000,Hi,17953880962910160
29,29,18007943395398884,"{'timestamp': '2022-03-29T11:04:03+0000', 'text': 'I want this type of dresses', 'id': '17906613692397356'}",2022-03-29T11:04:03+0000,I want this type of dresses,17906613692397356
30,30,18007943395398884,"{'timestamp': '2022-03-29T09:52:18+0000', 'text': 'Ena rate sia', 'id': '17903947217453731'}",2022-03-29T09:52:18+0000,Ena rate sia,17903947217453731
31,31,18197326396194881,"{'timestamp': '2022-03-27T13:53:56+0000', 'text': 'How to order', 'id': '17942762533808293'}",2022-03-27T13:53:56+0000,How to order,17942762533808293
32,32,17932983089098371,"{'timestamp': '2022-05-22T12:18:27+0000', 'text': 'We want this saree', 'id': '17925870158499493'}",2022-05-22T12:18:27+0000,We want this saree,17925870158499493
33,33,18120195628284653,"{'timestamp': '2022-05-25T13:04:26+0000', 'text': 'Is this available price plsz', 'id': '17989372207482626'}",2022-05-25T13:04:26+0000,Is this available price plsz,17989372207482626
34,34,18120195628284653,"{'timestamp': '2022-05-11T12:17:25+0000', 'text': 'Pp', 'id': '17901632600597784'}",2022-05-11T12:17:25+0000,Pp,17901632600597784
35,35,18120195628284653,"{'timestamp': '2022-04-30T16:34:47+0000', 'text': 'Price', 'id': '17910898457385605'}",2022-04-30T16:34:47+0000,Price,17910898457385605
36,36,18120195628284653,"{'timestamp': '2022-04-22T03:43:38+0000', 'text': '𝑷𝒓𝒊𝒄𝒆', 'id': '17939438504058830'}",2022-04-22T03:43:38+0000,𝑷𝒓𝒊𝒄𝒆,17939438504058830
37,37,18120195628284653,"{'timestamp': '2022-04-20T01:37:10+0000', 'text': 'Price', 'id': '17937105935030050'}",2022-04-20T01:37:10+0000,Price,17937105935030050
38,38,18120195628284653,"{'timestamp': '2022-04-16T16:22:39+0000', 'text': 'How much for this', 'id': '17932934198127116'}",2022-04-16T16:22:39+0000,How much for this,17932934198127116
39,39,18120195628284653,"{'timestamp': '2022-04-13T06:09:09+0000', 'text': 'Pp', 'id': '18277586056067296'}",2022-04-13T06:09:09+0000,Pp,18277586056067296
40,40,18120195628284653,"{'timestamp': '2022-04-08T18:08:55+0000', 'text': 'Pp', 'id': '18001672060424713'}",2022-04-08T18:08:55+0000,Pp,18001672060424713
41,41,18120195628284653,"{'timestamp': '2022-04-08T05:27:14+0000', 'text': 'Price sollunga', 'id': '18131670826256853'}",2022-04-08T05:27:14+0000,Price sollunga,18131670826256853
42,42,18120195628284653,"{'timestamp': '2022-04-07T09:15:26+0000', 'text': 'How much thiz', 'id': '17943787270816577'}",2022-04-07T09:15:26+0000,How much thiz,17943787270816577
43,43,18120195628284653,"{'timestamp': '2022-04-03T18:15:29+0000', 'text': 'Price', 'id': '18130736989270523'}",2022-04-03T18:15:29+0000,Price,18130736989270523
44,44,18120195628284653,"{'timestamp': '2022-04-03T09:09:17+0000', 'text': 'Price?', 'id': '17890985258529110'}",2022-04-03T09:09:17+0000,Price?,17890985258529110
45,45,18120195628284653,"{'timestamp': '2022-04-03T07:03:07+0000', 'text': 'Price of this pls', 'id': '17853751040735856'}",2022-04-03T07:03:07+0000,Price of this pls,17853751040735856
46,46,18120195628284653,"{'timestamp': '2022-04-02T14:46:19+0000', 'text': 'Price plz', 'id': '17932719736984884'}",2022-04-02T14:46:19+0000,Price plz,17932719736984884
47,47,18120195628284653,"{'timestamp': '2022-04-01T07:50:01+0000', 'text': 'price ??', 'id': '18057068197307922'}",2022-04-01T07:50:01+0000,price ??,18057068197307922
48,48,18120195628284653,"{'timestamp': '2022-03-30T05:56:41+0000', 'text': 'How much', 'id': '18048152305314506'}",2022-03-30T05:56:41+0000,How much,18048152305314506
49,49,18120195628284653,"{'timestamp': '2022-03-30T04:33:40+0000', 'text': 'Hello....tell me tha price', 'id': '18015886177361202'}",2022-03-30T04:33:40+0000,Hello....tell me tha price,18015886177361202
50,50,18120195628284653,"{'timestamp': '2022-03-28T06:59:54+0000', 'text': 'Pp', 'id': '17943917323796571'}",2022-03-28T06:59:54+0000,Pp,17943917323796571
51,51,18120195628284653,"{'timestamp': '2022-03-28T06:12:40+0000', 'text': 'Price pls', 'id': '18121606660272611'}",2022-03-28T06:12:40+0000,Price pls,18121606660272611
52,52,18120195628284653,"{'timestamp': '2022-03-27T08:59:48+0000', 'text': 'How much price', 'id': '17891142776612260'}",2022-03-27T08:59:48+0000,How much price,17891142776612260
53,53,18120195628284653,"{'timestamp': '2022-03-26T07:18:45+0000', 'text': 'Rate', 'id': '17939726668844060'}",2022-03-26T07:18:45+0000,Rate,17939726668844060
54,54,18120195628284653,"{'timestamp': '2022-03-26T06:58:56+0000', 'text': 'Price pls', 'id': '17905100714525680'}",2022-03-26T06:58:56+0000,Price pls,17905100714525680
55,55,18120195628284653,"{'timestamp': '2022-03-25T06:33:06+0000', 'text': 'How much', 'id': '17964585349591867'}",2022-03-25T06:33:06+0000,How much,17964585349591867
56,56,18120195628284653,"{'timestamp': '2022-03-25T05:42:25+0000', 'text': 'How much', 'id': '18197808565153312'}",2022-03-25T05:42:25+0000,How much,18197808565153312
57,57,18120195628284653,"{'timestamp': '2022-03-24T22:48:40+0000', 'text': 'Price pls', 'id': '17935259911918891'}",2022-03-24T22:48:40+0000,Price pls,17935259911918891
58,58,17920643930152198,"{'timestamp': '2022-03-23T18:01:10+0000', 'text': 'Price', 'id': '18169526905201654'}",2022-03-23T18:01:10+0000,Price,18169526905201654
59,59,17920643930152198,"{'timestamp': '2022-03-23T09:09:27+0000', 'text': 'Pp', 'id': '17887234487621132'}",2022-03-23T09:09:27+0000,Pp,17887234487621132
60,60,18286016122054727,"{'timestamp': '2022-03-22T08:06:14+0000', 'text': 'Pp', 'id': '17945534905873705'}",2022-03-22T08:06:14+0000,Pp,17945534905873705
61,61,17872147562659049,"{'timestamp': '2022-03-20T13:20:05+0000', 'text': 'How much', 'id': '17930112038120975'}",2022-03-20T13:20:05+0000,How much,17930112038120975
62,62,17905657589355652,"{'timestamp': '2022-05-22T12:20:23+0000', 'text': 'I want to purchase this', 'id': '17921109308297994'}",2022-05-22T12:20:23+0000,I want to purchase this,17921109308297994
63,63,17905657589355652,"{'timestamp': '2022-04-30T16:39:41+0000', 'text': 'I want to purchase this', 'id': '17877514919669229'}",2022-04-30T16:39:41+0000,I want to purchase this,17877514919669229
64,64,17905657589355652,"{'timestamp': '2022-04-10T09:37:28+0000', 'text': 'I want this kurthi', 'id': '17889681032619126'}",2022-04-10T09:37:28+0000,I want this kurthi,17889681032619126
65,65,17855258297710016,"{'timestamp': '2022-08-18T08:21:51+0000', 'text': 'Hii I need this pink how much', 'id': '18179308537226403'}",2022-08-18T08:21:51+0000,Hii I need this pink how much,18179308537226403
66,66,17855258297710016,"{'timestamp': '2022-03-22T14:03:27+0000', 'text': 'I want these top', 'id': '17974346449477038'}",2022-03-22T14:03:27+0000,I want these top,17974346449477038
67,67,17855258297710016,"{'timestamp': '2022-03-22T06:47:44+0000', 'text': 'How to order', 'id': '18046398841317208'}",2022-03-22T06:47:44+0000,How to order,18046398841317208
68,68,17855258297710016,"{'timestamp': '2022-03-20T13:48:27+0000', 'text': 'Blue', 'id': '17941271017912746'}",2022-03-20T13:48:27+0000,Blue,17941271017912746
69,69,17855258297710016,"{'timestamp': '2022-03-20T13:48:04+0000', 'text': 'How much', 'id': '17924607140234866'}",2022-03-20T13:48:04+0000,How much,17924607140234866
70,70,17932842329008457,"{'timestamp': '2022-06-13T10:08:56+0000', 'text': 'Price', 'id': '17938022435166272'}",2022-06-13T10:08:56+0000,Price,17938022435166272
71,71,17932842329008457,"{'timestamp': '2022-03-28T07:33:00+0000', 'text': 'Price', 'id': '17928823583183710'}",2022-03-28T07:33:00+0000,Price,17928823583183710
72,72,17932842329008457,"{'timestamp': '2022-03-23T10:11:08+0000', 'text': 'Price', 'id': '17971019854532719'}",2022-03-23T10:11:08+0000,Price,17971019854532719
73,73,17932842329008457,"{'timestamp': '2022-03-23T09:11:57+0000', 'text': 'Pp', 'id': '17942964259802394'}",2022-03-23T09:11:57+0000,Pp,17942964259802394
74,74,17934413266988271,"{'timestamp': '2022-03-24T12:38:23+0000', 'text': 'Yes', 'id': '17937991789969201'}",2022-03-24T12:38:23+0000,Yes,17937991789969201
75,75,17913539159366414,"{'timestamp': '2022-06-13T20:07:43+0000', 'text': 'Ful set rate tenna', 'id': '17991690133485773'}",2022-06-13T20:07:43+0000,Ful set rate tenna,17991690133485773
76,76,17924643272171518,"{'timestamp': '2022-02-26T18:26:31+0000', 'text': 'Eavaloo', 'id': '18283552669052900'}",2022-02-26T18:26:31+0000,Eavaloo,18283552669052900
77,77,17979212221445616,"{'timestamp': '2022-03-30T14:34:42+0000', 'text': 'Brown', 'id': '18053624473311285'}",2022-03-30T14:34:42+0000,Brown,18053624473311285
78,78,17904189785359247,"{'timestamp': '2022-03-20T12:08:26+0000', 'text': 'Price', 'id': '17907322511369429'}",2022-03-20T12:08:26+0000,Price,17907322511369429
79,79,17904189785359247,"{'timestamp': '2022-03-20T12:07:51+0000', 'text': 'How much', 'id': '18286429501042276'}",2022-03-20T12:07:51+0000,How much,18286429501042276
80,80,17917448885158406,"{'timestamp': '2022-04-30T16:41:45+0000', 'text': 'How to purchase', 'id': '17939059066903110'}",2022-04-30T16:41:45+0000,How to purchase,17939059066903110
81,81,17903365352377851,"{'timestamp': '2022-02-20T16:28:13+0000', 'text': 'how much cost?', 'id': '17987744548444233'}",2022-02-20T16:28:13+0000,how much cost?,17987744548444233
82,82,17845209980735734,"{'timestamp': '2022-03-23T08:04:38+0000', 'text': 'Black  sudi', 'id': '17935056248022857'}",2022-03-23T08:04:38+0000,Black  sudi,17935056248022857
83,83,17913639614484443,"{'timestamp': '2022-03-27T02:15:40+0000', 'text': 'Price', 'id': '18006456229400681'}",2022-03-27T02:15:40+0000,Price,18006456229400681
84,84,17913639614484443,"{'timestamp': '2022-03-25T19:01:41+0000', 'text': 'Pp', 'id': '18029749606351902'}",2022-03-25T19:01:41+0000,Pp,18029749606351902
85,85,17930721140064471,"{'timestamp': '2022-04-30T16:42:59+0000', 'text': 'How to order', 'id': '18135297046256721'}",2022-04-30T16:42:59+0000,How to order,18135297046256721
86,86,17913221852347233,"{'timestamp': '2022-07-12T06:38:34+0000', 'text': 'Price', 'id': '18144383437267631'}",2022-07-12T06:38:34+0000,Price,18144383437267631
87,87,17913221852347233,"{'timestamp': '2022-07-12T06:38:26+0000', 'text': 'I want this', 'id': '18217121401145144'}",2022-07-12T06:38:26+0000,I want this,18217121401145144
88,88,17850863330717497,"{'timestamp': '2022-02-26T19:03:36+0000', 'text': 'Hii please order', 'id': '17907000950513989'}",2022-02-26T19:03:36+0000,Hii please order,17907000950513989
89,89,18153048313224778,"{'timestamp': '2023-02-01T15:43:21+0000', 'text': 'Ithu readymade blouse sh', 'id': '17960355506129457'}",2023-02-01T15:43:21+0000,Ithu readymade blouse sh,17960355506129457
90,90,18285402331037465,"{'timestamp': '2022-03-25T17:45:41+0000', 'text': 'Hw mch', 'id': '17923238564262231'}",2022-03-25T17:45:41+0000,Hw mch,17923238564262231
91,91,17915748845168360,"{'timestamp': '2022-08-29T12:13:53+0000', 'text': 'Price please', 'id': '18136773019286899'}",2022-08-29T12:13:53+0000,Price please,18136773019286899
92,92,17915748845168360,"{'timestamp': '2022-03-11T06:41:36+0000', 'text': 'Ret pls', 'id': '17853756728696479'}",2022-03-11T06:41:36+0000,Ret pls,17853756728696479
93,93,17915748845168360,"{'timestamp': '2022-02-26T18:24:05+0000', 'text': 'Pp', 'id': '17923995371302036'}",2022-02-26T18:24:05+0000,Pp,17923995371302036
94,94,17915748845168360,"{'timestamp': '2022-02-26T00:50:05+0000', 'text': 'How much', 'id': '17941070557768235'}",2022-02-26T00:50:05+0000,How much,17941070557768235
95,95,17915748845168360,"{'timestamp': '2022-02-15T16:18:46+0000', 'text': 'Pp', 'id': '18165388114205237'}",2022-02-15T16:18:46+0000,Pp,18165388114205237
96,96,17915748845168360,"{'timestamp': '2022-02-14T20:04:48+0000', 'text': 'Pp', 'id': '17946030436786309'}",2022-02-14T20:04:48+0000,Pp,17946030436786309
97,97,17915748845168360,"{'timestamp': '2022-02-14T15:01:36+0000', 'text': 'How much', 'id': '17937860077822933'}",2022-02-14T15:01:36+0000,How much,17937860077822933
98,98,17915748845168360,"{'timestamp': '2022-02-14T06:39:02+0000', 'text': 'Sir I need this', 'id': '17918267507251226'}",2022-02-14T06:39:02+0000,Sir I need this,17918267507251226
99,99,17915748845168360,"{'timestamp': '2022-02-13T14:53:15+0000', 'text': 'Shirt wow mach', 'id': '17957162992620200'}",2022-02-13T14:53:15+0000,Shirt wow mach,17957162992620200
100,100,17907959930399641,"{'timestamp': '2022-02-13T06:31:10+0000', 'text': 'How much mam', 'id': '17971592674512717'}",2022-02-13T06:31:10+0000,How much mam,17971592674512717
101,101,18024297568348495,"{'timestamp': '2022-03-23T10:20:48+0000', 'text': 'Pls inbox me', 'id': '17950222189752034'}",2022-03-23T10:20:48+0000,Pls inbox me,17950222189752034
102,102,18024297568348495,"{'timestamp': '2022-02-13T03:35:22+0000', 'text': 'Colours', 'id': '17933909065875395'}",2022-02-13T03:35:22+0000,Colours,17933909065875395
103,103,18024297568348495,"{'timestamp': '2022-02-13T03:35:01+0000', 'text': 'I need this dress still available', 'id': '17930359763022412'}",2022-02-13T03:35:01+0000,I need this dress still available,17930359763022412
104,104,18029536942337760,"{'timestamp': '2022-02-11T15:48:41+0000', 'text': 'Delivery eppo agum', 'id': '17924918165014381'}",2022-02-11T15:48:41+0000,Delivery eppo agum,17924918165014381
105,105,17939532523882733,"{'timestamp': '2022-02-13T07:24:16+0000', 'text': 'Fipkart la 500 than but nenga over ah solringa', 'id': '17897362148469019'}",2022-02-13T07:24:16+0000,Fipkart la 500 than but nenga over ah solringa,17897362148469019
106,106,17939532523882733,"{'timestamp': '2022-02-12T17:16:06+0000', 'text': 'What is the length of this dress', 'id': '18113305714273126'}",2022-02-12T17:16:06+0000,What is the length of this dress,18113305714273126
107,107,17939532523882733,"{'timestamp': '2022-02-12T14:15:16+0000', 'text': 'Pp', 'id': '17961802582562530'}",2022-02-12T14:15:16+0000,Pp,17961802582562530
108,108,17939532523882733,"{'timestamp': '2022-02-12T10:15:31+0000', 'text': 'Pc', 'id': '17907812006436766'}",2022-02-12T10:15:31+0000,Pc,17907812006436766
109,109,17939532523882733,"{'timestamp': '2022-02-12T03:36:51+0000', 'text': 'Pp', 'id': '17931860422992711'}",2022-02-12T03:36:51+0000,Pp,17931860422992711
110,110,17939532523882733,"{'timestamp': '2022-02-11T15:17:13+0000', 'text': 'I bought rs. 450 only', 'id': '17912066039238449'}",2022-02-11T15:17:13+0000,I bought rs. 450 only,17912066039238449
111,111,17939532523882733,"{'timestamp': '2022-02-11T09:50:56+0000', 'text': 'Price pls', 'id': '18182009773160071'}",2022-02-11T09:50:56+0000,Price pls,18182009773160071
112,112,17876197733592089,"{'timestamp': '2022-02-11T09:44:13+0000', 'text': 'How much is this?', 'id': '17891785313564611'}",2022-02-11T09:44:13+0000,How much is this?,17891785313564611
113,113,18217357123118224,"{'timestamp': '2022-06-13T11:58:47+0000', 'text': 'I want pillow', 'id': '17860142006753519'}",2022-06-13T11:58:47+0000,I want pillow,17860142006753519
114,114,17951067592718363,"{'timestamp': '2022-05-22T12:25:34+0000', 'text': 'I want to purchase this', 'id': '17941904818918811'}",2022-05-22T12:25:34+0000,I want to purchase this,17941904818918811
115,115,17949619531666655,"{'timestamp': '2022-08-18T08:23:05+0000', 'text': 'I need this pink', 'id': '18040707133365352'}",2022-08-18T08:23:05+0000,I need this pink,18040707133365352
116,116,17946985246704160,"{'timestamp': '2022-05-06T02:08:30+0000', 'text': 'Bad quality waste of price', 'id': '17939759501043055'}",2022-05-06T02:08:30+0000,Bad quality waste of price,17939759501043055
117,117,17946985246704160,"{'timestamp': '2022-02-10T15:41:07+0000', 'text': 'White color is available¿¿', 'id': '18218643418116866'}",2022-02-10T15:41:07+0000,White color is available¿¿,18218643418116866
118,118,17907742655389091,"{'timestamp': '2022-02-11T09:47:18+0000', 'text': 'How much?I need this?', 'id': '17936934289822434'}",2022-02-11T09:47:18+0000,How much?I need this?,17936934289822434
119,119,17858940020656170,"{'timestamp': '2022-02-10T18:05:02+0000', 'text': 'Ok mam', 'id': '17930266913017321'}",2022-02-10T18:05:02+0000,Ok mam,17930266913017321
120,120,17858940020656170,"{'timestamp': '2022-02-10T18:03:55+0000', 'text': '14th venum', 'id': '17961021697572485'}",2022-02-10T18:03:55+0000,14th venum,17961021697572485
121,121,17858940020656170,"{'timestamp': '2022-02-10T18:01:33+0000', 'text': '13 th kulla delivery aguma', 'id': '17941049920745135'}",2022-02-10T18:01:33+0000,13 th kulla delivery aguma,17941049920745135
122,122,17858940020656170,"{'timestamp': '2022-02-10T17:59:12+0000', 'text': 'How much', 'id': '17942930728725752'}",2022-02-10T17:59:12+0000,How much,17942930728725752
123,123,17907467717459618,"{'timestamp': '2022-01-30T18:58:07+0000', 'text': 'I really luved it akka😍😍❤️', 'id': '17907545543300278'}",2022-01-30T18:58:07+0000,I really luved it akka😍😍❤️,17907545543300278
124,124,17842289489729231,"{'timestamp': '2022-04-05T08:08:25+0000', 'text': 'Both 570 or one 570 ah', 'id': '17957129329679818'}",2022-04-05T08:08:25+0000,Both 570 or one 570 ah,17957129329679818
125,125,17842289489729231,"{'timestamp': '2022-04-03T16:25:22+0000', 'text': 'I want', 'id': '18154837363217513'}",2022-04-03T16:25:22+0000,I want,18154837363217513
126,126,17929855972990603,"{'timestamp': '2022-02-13T12:00:54+0000', 'text': '6*8 inch la frame vendum mam', 'id': '18165364525175211'}",2022-02-13T12:00:54+0000,6*8 inch la frame vendum mam,18165364525175211
127,127,17918587691190839,"{'timestamp': '2022-03-21T17:43:32+0000', 'text': 'How many cost', 'id': '18287629951035501'}",2022-03-21T17:43:32+0000,How many cost,18287629951035501
128,128,17918587691190839,"{'timestamp': '2022-02-17T05:02:39+0000', 'text': 'Hlo', 'id': '17917854194129094'}",2022-02-17T05:02:39+0000,Hlo,17917854194129094
129,129,18262062784068873,"{'timestamp': '2022-05-29T16:38:14+0000', 'text': 'Price', 'id': '18138984934264399'}",2022-05-29T16:38:14+0000,Price,18138984934264399
130,130,17921863196142231,"{'timestamp': '2022-02-20T07:46:08+0000', 'text': 'Xxl', 'id': '17961193927583436'}",2022-02-20T07:46:08+0000,Xxl,17961193927583436
131,131,17921863196142231,"{'timestamp': '2022-02-20T07:45:15+0000', 'text': 'Shirt how much', 'id': '17982893530435459'}",2022-02-20T07:45:15+0000,Shirt how much,17982893530435459
132,132,17921863196142231,"{'timestamp': '2022-02-13T06:17:31+0000', 'text': 'S sise how much', 'id': '17943893692724708'}",2022-02-13T06:17:31+0000,S sise how much,17943893692724708
133,133,17921863196142231,"{'timestamp': '2022-02-11T16:35:37+0000', 'text': 'Kurti M', 'id': '18198626539150451'}",2022-02-11T16:35:37+0000,Kurti M,18198626539150451
134,134,17921863196142231,"{'timestamp': '2022-02-11T09:05:15+0000', 'text': 'How much', 'id': '18147454351216770'}",2022-02-11T09:05:15+0000,How much,18147454351216770
135,135,17921863196142231,"{'timestamp': '2022-02-11T06:23:53+0000', 'text': 'Antha gens dress madum price evlo', 'id': '17903094992343510'}",2022-02-11T06:23:53+0000,Antha gens dress madum price evlo,17903094992343510
136,136,18216414982117291,"{'timestamp': '2022-02-12T03:42:03+0000', 'text': 'Dm', 'id': '17938971730787460'}",2022-02-12T03:42:03+0000,Dm,17938971730787460
137,137,18216414982117291,"{'timestamp': '2022-02-12T03:41:50+0000', 'text': ""I won't this"", 'id': '17912685638242425'}",2022-02-12T03:41:50+0000,I won't this,17912685638242425
138,138,17935243819804106,"{'timestamp': '2022-02-14T04:01:56+0000', 'text': 'Mom daughter combo la venum entha model', 'id': '17930070704088242'}",2022-02-14T04:01:56+0000,Mom daughter combo la venum entha model,17930070704088242
139,139,17935243819804106,"{'timestamp': '2022-02-14T04:01:32+0000', 'text': 'Hiii sis', 'id': '17937567973904331'}",2022-02-14T04:01:32+0000,Hiii sis,17937567973904331
140,140,17971926109492374,"{'timestamp': '2022-03-01T16:39:50+0000', 'text': 'Dress vanum', 'id': '17896914965492877'}",2022-03-01T16:39:50+0000,Dress vanum,17896914965492877
141,141,17971926109492374,"{'timestamp': '2022-02-10T18:30:59+0000', 'text': 'Intha dress sum venum', 'id': '17947990012637918'}",2022-02-10T18:30:59+0000,Intha dress sum venum,17947990012637918
142,142,17971926109492374,"{'timestamp': '2022-02-10T18:08:52+0000', 'text': 'I want this dress', 'id': '17909469596380422'}",2022-02-10T18:08:52+0000,I want this dress,17909469596380422
143,143,17952085030623559,"{'timestamp': '2022-02-11T04:47:52+0000', 'text': 'Mam I want this saree', 'id': '18219134851113377'}",2022-02-11T04:47:52+0000,Mam I want this saree,18219134851113377
144,144,17915376494201543,"{'timestamp': '2022-02-11T08:41:04+0000', 'text': 'Which price sis', 'id': '17977292221450948'}",2022-02-11T08:41:04+0000,Which price sis,17977292221450948
145,145,17915376494201543,"{'timestamp': '2022-02-10T16:32:53+0000', 'text': 'Mam this model available ha', 'id': '17923707038161223'}",2022-02-10T16:32:53+0000,Mam this model available ha,17923707038161223
146,146,17925609314089346,"{'timestamp': '2022-02-27T12:10:31+0000', 'text': 'How many rupees', 'id': '17931144971037568'}",2022-02-27T12:10:31+0000,How many rupees,17931144971037568
147,147,17847163541697335,"{'timestamp': '2022-02-27T10:38:31+0000', 'text': 'I want this one', 'id': '17973569641506928'}",2022-02-27T10:38:31+0000,I want this one,17973569641506928
148,148,17945090761705871,"{'timestamp': '2022-02-11T05:57:37+0000', 'text': 'How to buy this', 'id': '18001101013402534'}",2022-02-11T05:57:37+0000,How to buy this,18001101013402534
149,149,17959855846513746,"{'timestamp': '2022-04-03T05:39:24+0000', 'text': 'I sets how much', 'id': '17928218186065195'}",2022-04-03T05:39:24+0000,I sets how much,17928218186065195
150,150,17956414933571812,"{'timestamp': '2022-02-12T03:43:31+0000', 'text': 'Dm', 'id': '18152351170228512'}",2022-02-12T03:43:31+0000,Dm,18152351170228512
151,151,17916729407164014,"{'timestamp': '2021-12-22T19:19:44+0000', 'text': 'I need this dress', 'id': '17901335468436545'}",2021-12-22T19:19:44+0000,I need this dress,17901335468436545
