end_time,value
2021-07-28T07:00:00+0000,0.0
2021-07-25T07:00:00+0000,0.0
2021-07-26T07:00:00+0000,0.0
2021-07-23T07:00:00+0000,0.0
2021-07-24T07:00:00+0000,0.0
2021-07-21T07:00:00+0000,0.0
2021-07-22T07:00:00+0000,0.0
2021-07-19T07:00:00+0000,0.0
2021-07-20T07:00:00+0000,0.0
2021-07-17T07:00:00+0000,0.0
2021-07-18T07:00:00+0000,0.0
2021-07-15T07:00:00+0000,0.0
2021-07-16T07:00:00+0000,0.0
2021-07-13T07:00:00+0000,0.0
2021-07-14T07:00:00+0000,0.0
2021-07-11T07:00:00+0000,0.0
2021-07-12T07:00:00+0000,0.0
2021-07-09T07:00:00+0000,0.0
2021-07-10T07:00:00+0000,0.0
2021-07-07T07:00:00+0000,0.0
2021-07-08T07:00:00+0000,0.0
2021-07-05T07:00:00+0000,0.0
2021-07-06T07:00:00+0000,0.0
2021-07-03T07:00:00+0000,0.0
2021-07-04T07:00:00+0000,0.0
2021-07-01T07:00:00+0000,0.0
2021-07-02T07:00:00+0000,0.0
2021-06-29T07:00:00+0000,0.0
2021-06-30T07:00:00+0000,0.0
